Id,SalePrice
1461,120101.095
1462,160447.138
1463,182251.856
1464,193873.623
1465,191039.782
1466,169848.903
1467,175502.079
1468,163610.053
1469,186199.065
1470,121731.818
1471,193306.264
1472,94947.86
1473,95689.178
1474,151067.071
1475,113070.988
1476,369928.249
1477,255088.981
1478,275811.465
1479,271948.149
1480,488610.904
1481,334698.52
1482,209544.658
1483,176169.592
1484,164846.918
1485,190191.584
1486,195733.308
1487,332051.344
1488,233417.847
1489,193381.969
1490,229797.154
1491,192369.305
1492,93378.921
1493,180865.056
1494,285487.97
1495,289342.747
1496,222630.478
1497,182445.915
1498,167926.069
1499,159184.388
1500,154611.777
1501,175463.606
1502,146605.405
1503,290263.714
1504,237233.715
1505,219857.863
1506,193795.016
1507,246459.007
1508,199910.288
1509,161426.379
1510,143779.795
1511,152423.264
1512,175954.442
1513,138854.329
1514,161811.692
1515,194245.95
1516,153712.627
1517,168980.22
1518,132230.522
1519,215874.254
1520,130997.118
1521,136159.442
1522,173230.968
1523,112337.707
1524,123380.432
1525,125361.136
1526,115584.951
1527,102841.32
1528,138840.682
1529,153952.743
1530,183799.241
1531,99943.817
1532,100678.183
1533,152997.118
1534,119175.66
1535,155123.525
1536,110164.067
1537,62299.476
1538,163273.395
1539,194495.414
1540,92859.9
1541,137642.832
1542,143494.358
1543,200739.755
1544,83238.815
1545,116722.681
1546,131936.031
1547,133694.016
1548,138198.864
1549,117735.993
1550,133117.806
1551,113608.234
1552,134808.276
1553,154859.381
1554,116494.348
1555,160849.121
1556,81026.723
1557,110582.961
1558,98884.196
1559,67116.421
1560,132526.435
1561,131308.179
1562,129650.168
1563,119737.856
1564,164629.481
1565,143754.936
1566,242867.594
1567,74195.036
1568,233269.444
1569,130085.682
1570,136175.682
1571,117230.666
1572,145364.614
1573,239378.139
1574,115186.033
1575,225014.289
1576,245815.693
1577,182438.024
1578,141287.08
1579,146349.099
1580,192736.414
1581,153258.104
1582,125679.544
1583,314766.795
1584,219604.235
1585,140087.611
1586,67492.403
1587,101149.089
1588,154173.304
1589,101615.819
1590,134874.376
1591,95825.879
1592,118193.634
1593,123381.219
1594,130720.38
1595,108202.736
1596,229327.71
1597,189287.201
1598,222642.031
1599,170750.116
1600,163694.373
1601,65179.378
1602,108798.647
1603,76926.074
1604,273699.608
1605,245032.773
1606,170483.712
1607,173340.295
1608,216604.204
1609,183612.295
1610,149110.269
1611,138420.048
1612,166368.467
1613,160724.558
1614,129929.88
1615,91282.699
1616,75996.056
1617,94178.004
1618,123668.195
1619,137533.936
1620,153358.402
1621,138197.527
1622,144403.042
1623,277243.171
1624,214695.062
1625,120641.819
1626,166260.949
1627,189158.774
1628,275924.929
1629,174287.886
1630,358499.886
1631,217595.825
1632,243227.284
1633,170826.784
1634,184301.152
1635,176151.342
1636,148435.0
1637,198108.072
1638,184737.055
1639,180158.301
1640,269619.26
1641,176112.301
1642,231658.412
1643,216210.72
1644,227049.429
1645,195547.975
1646,155313.896
1647,153859.338
1648,129824.158
1649,136375.356
1650,109718.379
1651,119440.919
1652,98524.854
1653,101128.956
1654,148332.297
1655,137680.532
1656,143105.304
1657,151009.665
1658,145246.715
1659,119575.13
1660,150894.147
1661,451141.019
1662,414276.353
1663,389042.314
1664,502365.086
1665,297304.118
1666,328709.497
1667,379164.085
1668,341715.31
1669,294558.234
1670,343495.651
1671,267357.829
1672,447595.493
1673,293943.764
1674,249048.868
1675,194103.548
1676,195076.154
1677,225585.515
1678,480838.177
1679,380354.043
1680,340897.209
1681,239382.781
1682,306093.626
1683,182938.282
1684,175435.589
1685,172504.647
1686,168377.458
1687,170179.773
1688,188240.474
1689,191451.558
1690,195763.56
1691,186319.901
1692,253307.356
1693,173974.275
1694,182732.578
1695,161532.109
1696,269109.011
1697,168934.881
1698,354629.994
1699,313103.011
1700,247795.694
1701,266459.565
1702,249448.975
1703,245189.436
1704,284661.842
1705,222956.949
1706,424350.298
1707,208198.717
1708,203165.884
1709,282594.521
1710,215370.202
1711,261665.883
1712,262623.389
1713,260536.296
1714,218679.173
1715,200007.599
1716,188605.679
1717,174235.408
1718,137409.85
1719,208296.426
1720,236970.458
1721,163313.112
1722,125875.578
1723,154602.926
1724,208560.085
1725,236817.866
1726,186249.698
1727,155905.28
1728,172144.425
1729,163517.644
1730,153335.537
1731,122817.465
1732,128136.918
1733,111372.847
1734,116768.98
1735,128118.293
1736,111009.226
1737,322624.296
1738,243313.994
1739,255874.98
1740,225194.644
1741,192621.7
1742,170922.941
1743,174789.288
1744,320239.715
1745,221546.292
1746,177858.107
1747,217740.692
1748,229193.475
1749,143398.612
1750,122119.818
1751,253415.763
1752,120019.619
1753,149021.58
1754,193359.42
1755,167564.379
1756,126937.074
1757,119470.886
1758,148521.793
1759,161259.824
1760,167192.991
1761,148326.3
1762,183800.047
1763,176864.653
1764,112981.628
1765,168300.55
1766,182914.48
1767,231348.142
1768,144857.99
1769,173523.189
