,1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,EnclosedPorch,ExterCond,ExterQual,Fence,FireplaceQu,Fireplaces,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageYrBlt,GrLivArea,HalfBath,HeatingQC,KitchenAbvGr,KitchenQual,LandSlope,LotArea,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MasVnrArea,MiscVal,MoSold,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,SalePrice,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,OverallGrade,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,GarageScore_2Types2Types,GarageScore_2Types2Types2Types,GarageScore_Attchd,GarageScore_AttchdAttchd,GarageScore_AttchdAttchdAttchd,GarageScore_AttchdAttchdAttchdAttchd,GarageScore_BasmentBasmentBasment,GarageScore_BuiltInBuiltInBuiltIn,GarageScore_CarPortCarPort,GarageScore_CarPortCarPortCarPort,GarageScore_Detchd,GarageScore_DetchdDetchd,GarageScore_DetchdDetchdDetchd,GarageScore_DetchdDetchdDetchdDetchd,GarageScore_DetchdDetchdDetchdDetchdDetchd
0,11.69262258528247,11.686189379390555,0.0,1,3,1.5409627556327752,0.7304631471189666,11.170326790619496,0.0,6,0.7304631471189666,1.0,0.0,1.8203341036428238,7.483295642295591,0.7304631471189666,0.0,1.5409627556327752,1.8203341036428238,0.0,0,0.0,2,2.6025944687727294,548.0,2.0,1.5409627556327752,2,1.5409627556327752,14.187526814497952,13.698887979000148,1,5,0.7304631471189666,4,1.5409627556327752,19.212182313188084,5.831327892742091,1.8203341036428238,0.0,10,8.059125775508376,0.0,3,5.7146689026506605,5,7,1.1943176378757767,0.0,0.0,12.247694320220994,0.0,0.7304631471189666,2.6025944687727294,856.0,0.0,2003,2003,2,35,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,12.792276226358874,0.0,0.0,1,3,1.5409627556327752,1.8203341036428238,12.062831653433358,0.0,5,0.7304631471189666,0.0,0.7304631471189666,1.8203341036428238,8.897843946804546,0.7304631471189666,0.0,1.5409627556327752,1.5409627556327752,0.0,3,0.7304631471189666,2,2.6025944687727294,460.0,2.0,1.5409627556327752,2,1.5409627556327752,14.145138012244155,12.792276226358874,0,5,0.7304631471189666,3,1.5409627556327752,19.71220477890197,6.221213632878419,1.8203341036428238,0.0,5,0.0,0.0,8,0.0,8,6,1.1943176378757767,0.0,0.0,12.109010932687042,0.0,0.7304631471189666,2.2596737867230705,1262.0,9.010205578972315,1976,1976,1,48,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,11.89203905911452,11.724598476197201,0.0,1,3,1.5409627556327752,1.1943176378757767,10.200342662007953,0.0,6,0.7304631471189666,1.0,0.0,1.8203341036428238,9.917059938656934,0.7304631471189666,0.0,1.5409627556327752,1.8203341036428238,0.0,3,0.7304631471189666,2,2.6025944687727294,608.0,2.0,1.5409627556327752,2,1.5409627556327752,14.184403604277843,13.83208545463177,1,5,0.7304631471189666,4,1.5409627556327752,20.347240908682487,5.914940018959451,1.5409627556327752,0.0,10,7.6465380079030645,0.0,11,5.0533710494211155,5,7,1.1943176378757767,0.0,0.0,12.31716669303576,0.0,0.7304631471189666,2.2596737867230705,920.0,0.0,2001,2002,2,35,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,12.013683020322897,11.354094166792635,0.0,1,3,1.8203341036428238,0.7304631471189666,8.274265741119429,0.0,5,0.7304631471189666,1.0,0.0,1.5409627556327752,10.468499910096941,0.7304631471189666,8.797735592116597,1.5409627556327752,1.5409627556327752,0.0,4,0.7304631471189666,1,2.6025944687727294,642.0,3.0,1.5409627556327752,1,1.5409627556327752,14.179713812657004,13.711364159471431,0,4,0.7304631471189666,4,1.5409627556327752,19.691552676807884,5.684506656824126,1.5409627556327752,0.0,11,0.0,0.0,3,4.745132396064701,5,7,1.1943176378757767,0.0,0.0,11.84939770159144,0.0,0.7304631471189666,2.440268378362637,756.0,0.0,1915,1970,0,35,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,12.510587913259403,12.271364745626231,0.0,1,4,1.5409627556327752,1.5409627556327752,10.971129399749735,0.0,6,0.7304631471189666,1.0,0.0,1.8203341036428238,10.221051196470764,0.7304631471189666,0.0,1.5409627556327752,1.8203341036428238,0.0,3,0.7304631471189666,2,2.6025944687727294,836.0,3.0,1.5409627556327752,2,1.5409627556327752,14.182841004523032,14.480029495615659,1,5,0.7304631471189666,4,1.5409627556327752,21.32515985291932,6.314734756825906,1.5409627556327752,0.0,10,9.391827134755262,0.0,2,6.314734756825906,5,8,1.1943176378757767,0.0,0.0,12.429216196844383,0.0,0.7304631471189666,2.750250297485029,1145.0,8.013883697367245,2000,2000,2,40,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,11.493820273589396,10.589574424774424,9.178050664421775,1,1,1.5409627556327752,0.7304631471189666,11.267216541031873,0.0,6,0.7304631471189666,1.0,0.0,1.8203341036428238,5.80273872401839,0.7304631471189666,0.0,1.5409627556327752,1.5409627556327752,1.5409627556327752,0,0.0,1,2.6025944687727294,480.0,2.0,1.5409627556327752,1,1.5409627556327752,14.171884182186483,13.015962914755876,1,5,0.7304631471189666,3,1.5409627556327752,21.282282796539835,6.337529394588084,1.5409627556327752,0.0,9,0.0,11.147538247731708,10,4.492017742920502,5,5,1.1943176378757767,0.0,0.0,11.870599909242044,0.0,0.7304631471189666,2.055641538058108,796.0,4.969939052451073,1993,1995,3,25,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,13.670207259396387,0.0,0.0,1,3,1.5409627556327752,1.5409627556327752,13.031092624489567,0.0,6,0.7304631471189666,1.0,0.0,2.055641538058108,9.15574970587587,0.7304631471189666,0.0,1.5409627556327752,1.8203341036428238,0.0,4,0.7304631471189666,2,2.6025944687727294,636.0,2.0,1.5409627556327752,2,1.5409627556327752,14.189087426187385,13.670207259396387,0,5,0.7304631471189666,4,1.5409627556327752,19.907528872852918,6.098626104970388,1.8203341036428238,0.0,5,7.944502934774821,0.0,1,5.59142712460611,5,8,1.1943176378757767,0.0,0.0,12.634603026569334,0.0,0.7304631471189666,2.440268378362637,1686.0,8.64931139996047,2004,2005,1,40,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,12.413831308023239,12.077149047696548,0.0,1,3,1.5409627556327752,1.1943176378757767,11.702248507491014,4.597156711708115,5,1.8203341036428238,1.0,0.0,1.8203341036428238,8.274265741119429,0.7304631471189666,8.39538258223558,1.5409627556327752,1.5409627556327752,0.0,3,1.1943176378757767,2,2.6025944687727294,484.0,2.0,1.5409627556327752,2,1.5409627556327752,14.140397821243571,14.320888266014626,1,5,0.7304631471189666,3,1.5409627556327752,20.023861568757013,6.221213632878419,1.5409627556327752,0.0,10,8.511219710154148,9.391827134755262,9,8.147315588624346,6,7,1.1943176378757767,0.0,0.0,12.206072645530174,0.0,0.7304631471189666,2.440268378362637,1107.0,8.463563732298573,1973,1973,3,42,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,12.186750882025454,11.339778687893531,0.0,1,2,1.5409627556327752,0.7304631471189666,0.0,0.0,1,0.7304631471189666,0.0,0.0,1.5409627556327752,11.987363555250518,0.7304631471189666,8.158132683068054,1.5409627556327752,1.5409627556327752,0.0,3,1.1943176378757767,2,2.440268378362637,468.0,2.0,1.5409627556327752,1,1.1943176378757767,14.073383820784445,13.811378405864021,0,4,1.1943176378757767,3,1.5409627556327752,17.98987134386776,5.392276337227255,1.8203341036428238,0.0,9,0.0,0.0,0,0.0,5,7,1.1943176378757767,0.0,0.0,11.77452020265869,0.0,0.7304631471189666,2.6025944687727294,952.0,6.448232316019433,1931,1950,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9,12.335431399519656,0.0,0.0,1,2,1.5409627556327752,0.7304631471189666,11.676515545860786,0.0,6,0.7304631471189666,1.0,0.0,1.5409627556327752,7.338607270038526,0.7304631471189666,0.0,1.5409627556327752,1.5409627556327752,0.0,3,1.1943176378757767,1,2.6025944687727294,205.0,1.0,1.5409627556327752,2,1.8203341036428238,14.086243227218915,12.335431399519656,0,5,1.1943176378757767,3,1.5409627556327752,18.712543705168287,5.357203202420049,1.8203341036428238,0.0,4,0.0,0.0,4,1.8203341036428238,6,5,1.1943176378757767,0.0,0.0,11.678439903447801,0.0,0.7304631471189666,2.055641538058108,991.0,0.0,1939,1950,2,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
