Id,SalePrice
1461,124858.421875
1462,151143.125
1463,184992.90625
1464,200854.4375
1465,178857.75
1466,173196.734375
1467,172328.453125
1468,171835.296875
1469,182136.3125
1470,126893.375
1471,203434.375
1472,93214.84375
1473,100031.5390625
1474,154104.890625
1475,120909.9921875
1476,377286.53125
1477,270353.6875
1478,271258.125
1479,246338.3125
1480,457345.5625
1481,321102.5625
1482,197443.5
1483,178933.84375
1484,162667.734375
1485,179963.5625
1486,196696.25
1487,344778.6875
1488,229166.71875
1489,221207.859375
1490,224998.859375
1491,183748.03125
1492,95713.828125
1493,177088.0
1494,277551.03125
1495,266715.40625
1496,242473.171875
1497,187964.71875
1498,167300.65625
1499,155460.859375
1500,159579.578125
1501,184579.65625
1502,141664.59375
1503,274166.8125
1504,245634.3125
1505,219443.703125
1506,179229.46875
1507,256529.015625
1508,191983.734375
1509,170760.375
1510,147872.703125
1511,141636.359375
1512,153548.015625
1513,142562.46875
1514,132397.09375
1515,216012.90625
1516,149276.296875
1517,161350.75
1518,129776.6328125
1519,212739.203125
1520,137681.703125
1521,139610.671875
1522,169632.640625
1523,111395.15625
1524,131760.5
1525,124045.65625
1526,121223.3515625
1527,110525.6328125
1528,143213.421875
1529,152826.34375
1530,163919.953125
1531,101334.015625
1532,95911.109375
1533,140943.5
1534,120992.3515625
1535,151883.5
1536,102902.3125
1537,58170.80859375
1538,169489.6875
1539,197468.921875
1540,79346.3046875
1541,144699.140625
1542,124519.171875
1543,232224.34375
1544,79706.3984375
1545,108862.8515625
1546,140791.296875
1547,137521.203125
1548,138540.46875
1549,108846.7578125
1550,134322.71875
1551,103825.9609375
1552,145375.796875
1553,137192.546875
1554,111728.703125
1555,158848.78125
1556,89010.7109375
1557,101985.421875
1558,93449.6484375
1559,57646.33203125
1560,132313.40625
1561,139551.96875
1562,125961.3671875
1563,118226.8828125
1564,168716.5625
1565,132494.609375
1566,224135.359375
1567,74205.03125
1568,230186.546875
1569,138551.703125
1570,131858.421875
1571,113478.0
1572,131429.171875
1573,220556.3125
1574,118717.0078125
1575,210484.8125
1576,229751.4375
1577,197132.671875
1578,135785.46875
1579,131069.4453125
1580,193603.359375
1581,159750.734375
1582,132893.234375
1583,326683.40625
1584,230647.125
1585,143859.65625
1586,78026.734375
1587,89535.0703125
1588,153350.171875
1589,94192.1015625
1590,136490.96875
1591,94637.4453125
1592,129001.71875
1593,134833.921875
1594,114334.7578125
1595,111887.7890625
1596,243755.546875
1597,177225.359375
1598,186638.078125
1599,172991.375
1600,169556.140625
1601,60464.59765625
1602,109133.84375
1603,77420.6328125
1604,267963.15625
1605,250187.515625
1606,157724.484375
1607,181341.125
1608,216578.515625
1609,187210.671875
1610,162151.046875
1611,133313.140625
1612,176132.171875
1613,163247.25
1614,118774.875
1615,82723.609375
1616,67391.859375
1617,92943.5703125
1618,131752.953125
1619,136549.296875
1620,157312.4375
1621,134865.6875
1622,140667.953125
1623,286504.03125
1624,226594.0625
1625,115800.4921875
1626,157705.234375
1627,193423.25
1628,266570.71875
1629,183976.859375
1630,357657.65625
1631,209678.40625
1632,224334.875
1633,172132.171875
1634,203077.90625
1635,173276.859375
1636,160311.140625
1637,205959.828125
1638,203117.796875
1639,160977.578125
1640,241050.375
1641,174977.296875
1642,237528.34375
1643,230352.796875
1644,229164.09375
1645,184551.484375
1646,164120.484375
1647,157650.34375
1648,129967.5078125
1649,143716.921875
1650,117556.015625
1651,123339.3046875
1652,96458.1796875
1653,102209.0703125
1654,148316.46875
1655,138421.078125
1656,143430.203125
1657,151170.21875
1658,146077.625
