Id,SalePrice
1461,136355.193
1462,171121.068
1463,184564.586
1464,202352.651
1465,206047.086
1466,169948.541
1467,174841.753
1468,161652.824
1469,191983.574
1470,119621.45
1471,208672.268
1472,95289.323
1473,93149.028
1474,149565.288
1475,108486.416
1476,364099.696
1477,263375.373
1478,297002.919
1479,297720.086
1480,492184.226
1481,345458.748
1482,219956.849
1483,181425.728
1484,166904.388
1485,198153.509
1486,195687.471
1487,347514.583
1488,222391.74
1489,189250.817
1490,232964.863
1491,199498.252
1492,114818.425
1493,166402.51
1494,316168.274
1495,297479.992
1496,223289.608
1497,173860.696
1498,183114.885
1499,161406.703
1500,155651.307
1501,175457.391
1502,142387.051
1503,307399.676
1504,237192.006
1505,220836.415
1506,197498.803
1507,245654.252
1508,204892.801
1509,160850.175
1510,149879.52
1511,165513.945
1512,176521.19
1513,144845.67
1514,162570.151
1515,186677.331
1516,156778.819
1517,168787.137
1518,132042.993
1519,206832.143
1520,128778.935
1521,131709.489
1522,182425.53
1523,111478.473
1524,119798.315
1525,121150.006
1526,112406.364
1527,107650.21
1528,130437.493
1529,161721.602
1530,181903.277
1531,113113.412
1532,94423.234
1533,155449.578
1534,119051.533
1535,138212.763
1536,105528.451
1537,64554.635
1538,166982.753
1539,206165.509
1540,79694.784
1541,143864.041
1542,140774.687
1543,184329.111
1544,85059.329
1545,111784.112
1546,140985.877
1547,137244.401
1548,136664.046
1549,125722.585
1550,132210.989
1551,105010.036
1552,140085.846
1553,144092.41
1554,112185.175
1555,171117.524
1556,81919.575
1557,113261.45
1558,101327.736
1559,61370.051
1560,149520.575
1561,131985.021
1562,131987.659
1563,121333.674
1564,161424.597
1565,149622.055
1566,226104.836
1567,77449.491
1568,246871.902
1569,135966.793
1570,134124.48
1571,114750.508
1572,141066.505
1573,212957.079
1574,128331.966
1575,222008.783
1576,255315.142
1577,179724.306
1578,146844.434
1579,152846.065
1580,196082.278
1581,153859.156
1582,124149.892
1583,306783.701
1584,217318.845
1585,134991.101
1586,71977.215
1587,107249.75
1588,143387.173
1589,96636.153
1590,129257.139
1591,95056.527
1592,108020.561
1593,129271.121
1594,134956.068
1595,115570.793
1596,220240.983
1597,204577.98
1598,236790.861
1599,166388.088
1600,162715.371
1601,68348.957
1602,115867.735
1603,67235.801
1604,250902.193
1605,242693.738
1606,173486.629
1607,190117.656
1608,218623.749
1609,178826.011
1610,150994.761
1611,144443.076
1612,174305.33
1613,166317.05
1614,112223.4
1615,90760.494
1616,79296.833
1617,89630.405
1618,133400.113
1619,141115.843
1620,178975.827
1621,138245.536
1622,141939.746
1623,254576.291
1624,224885.106
1625,120525.716
1626,171428.529
1627,197667.366
1628,275934.922
1629,183976.094
1630,368014.151
1631,250579.046
1632,262994.143
1633,176033.466
1634,184846.049
1635,178212.087
1636,151713.949
1637,214364.928
1638,192773.473
1639,183947.546
1640,250542.447
1641,172185.559
1642,236709.742
1643,229655.43
1644,227898.235
1645,206074.164
1646,159449.458
1647,150343.397
1648,129728.562
1649,141627.11
1650,110667.656
1651,116128.954
1652,96847.514
1653,98798.72
1654,147000.131
1655,134735.095
1656,145596.802
1657,153624.743
1658,150507.873
1659,118383.612
1660,149573.383
1661,458237.873
1662,377326.079
1663,368161.745
1664,523488.529
1665,294664.392
1666,317423.966
1667,386290.336
1668,326120.161
1669,300286.383
1670,334084.691
1671,277533.347
1672,428864.032
1673,308250.511
1674,249116.585
1675,207621.475
1676,203307.258
1677,227335.102
1678,472474.663
1679,392589.449
1680,313595.904
1681,231135.588
1682,317665.211
1683,191505.346
1684,174494.571
1685,174478.845
1686,173253.693
1687,172900.097
1688,192596.157
1689,190884.842
1690,198924.075
1691,187441.051
1692,256614.103
1693,178168.09
1694,183569.194
1695,166672.584
1696,294983.87
1697,173424.045
1698,358752.201
1699,321142.915
1700,262122.336
1701,279103.693
1702,250822.871
1703,245022.175
1704,277829.049
1705,235310.334
1706,374084.999
1707,204021.227
1708,196112.745
1709,265190.242
1710,218692.672
1711,267927.141
1712,255842.807
1713,263830.677
1714,214400.204
1715,203864.396
1716,185296.051
1717,173989.916
1718,140392.25
1719,212512.687
1720,229270.347
1721,153386.699
1722,123848.738
1723,151807.185
1724,205576.659
1725,237715.877
1726,183431.32
1727,162418.476
1728,166037.896
1729,173421.919
1730,144937.603
1731,125479.313
1732,132332.925
1733,113840.682
1734,125618.976
1735,119401.331
1736,110532.414
1737,298520.844
1738,264534.153
1739,232150.527
1740,224758.414
1741,191273.879
1742,170732.71
1743,175973.916
1744,336284.286
1745,226905.832
1746,165528.138
1747,224311.584
1748,211810.093
1749,143801.111
1750,120399.663
1751,252683.635
1752,113112.363
1753,154301.172
1754,191318.789
1755,163871.208
1756,132025.873
1757,122040.372
1758,143722.545
1759,162664.562
1760,168060.43
1761,153605.047
1762,173453.163
1763,192141.73
1764,114718.411
1765,143754.596
1766,201904.916
1767,235134.429
1768,138368.783
1769,172781.713
1770,157547.653
1771,119788.347
1772,135772.18
1773,119063.22
1774,151767.983
1775,147534.971
1776,131977.174
1777,110470.543
1778,138883.17
1779,133673.278
1780,178792.395
1781,128990.219
1782,87657.29
1783,145188.52
1784,104994.673
1785,125208.499
1786,134900.316
1787,167060.513
1788,60924.329
1789,97332.022
1790,86750.031
1791,188086.206
1792,159861.79
1793,134385.986
1794,159457.388
1795,141669.8
1796,124158.155
1797,111807.916
1798,119882.788
1799,115084.993
1800,136632.24
1801,122551.374
1802,125170.486
1803,147772.988
1804,143812.603
1805,135775.863
1806,120758.721
1807,130534.374
1808,125203.564
1809,125376.568
1810,129900.605
1811,84604.372
1812,92923.585
1813,118482.704
1814,98766.969
1815,55753.233
1816,98875.407
1817,109402.963
1818,137885.017
1819,113425.648
1820,48681.973
1821,102001.329
1822,152932.27
1823,45069.882
1824,128480.21
1825,133919.18
1826,104621.349
1827,101004.315
1828,134477.679
1829,132500.313
1830,146418.037
1831,136353.004
1832,66141.524
1833,143173.934
1834,116096.335
1835,128447.731
1836,128935.129
1837,96366.351
1838,130330.797
1839,94715.134
1840,143751.186
1841,132052.816
1842,98468.835
1843,134615.941
1844,141065.664
1845,146501.767
1846,161731.71
1847,174541.649
1848,58238.196
1849,105084.277
1850,119823.157
1851,165225.291
1852,139966.618
1853,122553.886
1854,163161.161
1855,155585.101
1856,228455.213
1857,137892.511
1858,131332.283
1859,115943.193
1860,157849.97
1861,116503.806
1862,316485.794
1863,291710.641
1864,291818.052
1865,328135.516
1866,303966.814
1867,219881.681
1868,286411.588
1869,199162.956
1870,222678.371
1871,249445.168
1872,177904.297
1873,261510.124
1874,141571.309
1875,197282.996
1876,202689.147
1877,211754.086
1878,202502.388
1879,128204.906
1880,129431.573
1881,253456.378
1882,246120.299
1883,183226.126
1884,201836.42
1885,221377.544
1886,270582.809
1887,219347.835
1888,268859.872
1889,174169.414
1890,117484.812
1891,114452.702
1892,94779.834
1893,137259.873
1894,130385.498
1895,138108.127
1896,124052.225
1897,152187.028
1898,111759.668
1899,161147.023
1900,154238.831
1901,179048.436
1902,161095.676
1903,218767.461
1904,132604.035
1905,217424.715
1906,129266.553
1907,230400.547
1908,108704.958
1909,136949.359
1910,120834.566
1911,236367.639
1912,342635.27
1913,140497.105
1914,49841.603
1915,295235.497
1916,78675.38
1917,250132.757
1918,139952.645
1919,187737.942
